nombre,marca,precio_venta,genero,volumen_ml,concentracion,imagen_url,descripcion_corta
"Mónaco Blue Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Transparente_0003_Monaco.png?v=1763050567","En cada gota, la libertad del mar abierto. Esta fragancia captura la frescura revitalizante del océano y la inmensidad del cielo azul, para quienes viven con intensidad, energía y elegancia. Ideal para hombres que buscan un aroma refrescante y estimulante, con un espíritu libre y aventurero. La salida combina melón, pepino, melón aguado y aceite de bergamota, brindando un inicio jugoso y chispe..."
"Esparta Victory Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto_0013_Esparta_Victory_2025_frasco_frente_transparente_montaje_1.png?v=1765889227","Una fragancia intensa que celebra la victoria con cada paso. Pensada para hombres determinados que transforman sus metas en hazañas, Esparta Victory transmite poder, magnetismo y una sensualidad irresistible. Su carácter extremo se revela desde el primer instante con una salida vibrante de pimienta rosa y limón, que despierta los sentidos y marca presencia. En el corazón, la profundidad del inc..."
"Lyon Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/BLYONM50_1_61956dcb-ad92-49fd-95ae-b95b67fbebef.png?v=1756851083","Este perfume es una declaración de audacia y sofisticación. Comienza con la dulzura fresca y luminosa de la ciruela Mirabel, que despierta los sentidos con su carácter jugoso y envolvente. En el corazón, se abre paso a las castañas tostadas, creando una sensación cálida, sensual y adictiva que deja huella. Finalmente, la composición se sella con un fondo de sándalo cremoso y vetiver profundo, q..."
"Amalfi profondo Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto-Dic2025_0010_Amalfi-Prof_1.png?v=1767725053","Type: Acqua di Gio Profondo  Un aroma que captura la frescura profunda del mar y la elegancia de las maderas aromáticas, creando una sensación intensa, limpia y sofisticada. Sus notas acuáticas y cítricas se funden con hierbas nobles y un fondo mineral envolvente, ideal para quienes buscan una fragancia fresca, masculina y atemporal, perfecta para acompañar cada momento del día."
"Bellagio Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Productos_0015_Bellagio.png?v=1756911052","Bellagio refleja la frescura del Lago de Como, con bergamota chispeante y limón vibrante. La flor de olivo aporta elegancia, mientras la calidez del haba tonka y la madera de gaiac envuelven con su sofisticación serena. Un aroma que inspira masculinidad y distinción."
"New York Masculino Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Foto-Producto-08Ago2025-B_0003_New-York_2025_frasco_frente_transparente_montaje_2.png?v=1758633957","La ciudad nunca para y vos tampoco. Esta fragancia fresca, sensual y elegante es una declaración de libertad, diseñada para el hombre dinámico que vibra con el ritmo de lo urbano. Su estilo magnético y moderno acompaña cada paso con confianza. La salida vibrante combina lavanda, bergamota y geranio, brindando un comienzo limpio y energético. El corazón floral de gardenia y jazmín aporta sofisti..."
"Santorini Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto_0004_Santorini_2025_frasco_frente_transparente_montaje_2.png?v=1765889454","Un elixir irresistiblemente sexy que mezcla frescura y calidez en un viaje sensorial hacia la intensidad del mar abierto. Esta fragancia seduce desde el primer instante con notas vibrantes de lavanda, menta, cardamomo y bergamota, que despiertan los sentidos como una brisa marina. En el corazón, la dulzura de la canela y el coco se entrelaza con la elegancia del neroli y el exotismo del comino,..."
"New York Heroes Masculino Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Productos_0009_New_York.png?v=1756910799","Una fragancia que celebra la juventud como una actitud, no como una etapa. New York Héroes Masculino es un homenaje a los hombres auténticos, libres y determinados, que no temen destacarse y dejar su huella. Su salida fresca y chispeante combina la jugosidad de la pera con el picor vibrante del jengibre, dando inicio a una experiencia olfativa moderna y estimulante. El corazón revela notas de s..."
"Oxford Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Foto-Producto-08Ago2025-B_0002_Oxford.png?v=1761593748","Una nueva versión de la elegancia masculina. La frescura especiada del cardamomo y la salvia se une a la intensidad del vetiver y la nobleza del narciso. En el fondo, el cedro, el palo santo y la vainilla construyen una estela cálida, sofisticada y con carácter."
"Singapour Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/BRHANM50_1_ad7f9af8-27f1-4274-bd32-37a7055f5821.png?v=1756851307","Singapur es una fragancia con espíritu vanguardista y alma provocadora. Su salida electrizante de lavanda y limón de Amalfi despierta los sentidos con una energía luminosa y moderna, rompiendo los esquemas tradicionales de la perfumería masculina. Desde el primer contacto, se siente como una inyección de entusiasmo y confianza, ideal para quienes viven el presente con audacia y buscan destacar ..."
"Amsterdam Masculino Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto_0020_Amsterdam_mas_2025_frasco_frente_transparente_montaje_1.png?v=1765888921","Para sentir todo a flor de piel, solo hace falta la sensualidad explosiva de esta fragancia. Subí la intensidad con un aroma fresco, irreverente y ardiente, que es puro instinto. Pensada para quienes se dejan llevar por los impulsos, Amsterdam encarna el poder de la atracción sin filtros, con un espíritu provocador y moderno. Su salida vibrante despierta los sentidos con una fusión chispeante d..."
"Tenerife Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto-Dic2025_0000_Tenerife_1.png?v=1770734959","Tenerife es una fragancia de contrastes intensos y armonía perfecta. Una creación magnética que fusiona fuerza y sutileza, atrayendo como un imán. Su salida es vibrante y refrescante con notas de bergamota, limón, mandarina y lavanda, suavizadas por el toque floral de la flor del espino, la manzanilla y la flor del moscadero, mientras el cedro aporta estructura y elegancia desde el inicio. En s..."
"Mónaco Red Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Foto-Producto-08Ago2025-B_0007_Monaco_red_2025_frasco_frente_transparente_montaje_1.png?v=1758633713","Feroz y explosiva, esta fragancia transmite la adrenalina pura de los hombres que viven sin frenos. Diseñada para los que se animan a tomar riesgos y dejar su marca, su aroma es un impulso de energía, seducción y carácter. Comienza con una salida vibrante de arándano, toronja y limón italiano, que despiertan los sentidos con un frescor potente. En el corazón, el azafrán y la salvia aportan prof..."
"Londres Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/BLONDM50_1_989a6022-2743-4aa1-918c-7472d8526890.png?v=1756851077","Como la ciudad que la inspira, esta fragancia conjuga lo mejor del estilo clásico con un espíritu moderno y audaz. Londres es una creación amaderada y especiada, que envuelve con elegancia y carácter desde las primeras notas. Su salida combina la frescura de la manzana, ciruela y limón con el toque verde del musgo de roble, la energía de la bergamota y la sutileza del geranio, brindando una ent..."
"York Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/York-transp.png?v=1772205877","Una fragancia moderna, vibrante y profunda que combina frescura eléctrica con un fondo amaderado lleno de carácter.  York captura ese instante en el que el impulso se convierte en decisión, y la decisión se transforma en estilo."
"Las Vegas Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Productos_0012_Las_Vegas.png?v=1756910974","Deslumbrante, provocador y con una confianza arrolladora, LAS VEGAS es el aroma de quienes viven a su manera y van siempre por más. Inspirada en el lujo y el exceso de la ciudad que nunca duerme, esta fragancia amaderada captura la esencia del magnetismo masculino con un perfil audaz y dominante. La salida combina el frescor vibrante de toronja, menta y mandarina roja, abriendo paso a un corazó..."
"Brooklyn Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Brooklyn.png?v=1774968664","Brooklyn es actitud.  La impronta de un hombre seguro de sí mismo que se mueve con naturalidad entre lo urbano y lo sofisticado. Sus notas frutales y amaderadas equilibran frescura, elegancia e intensidad. Es la fragancia de quienes saben que el verdadero poder está en ser auténticos."
"Miami Masculino Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Transparente_0004_Miami.png?v=1763050517","Una fragancia pensada para quienes viven cada momento con ambición y magnetismo. Miami es lujo, conquista y energía urbana condensados en un aroma que no pasa desapercibido."
"Manhattan Black Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto_0008_Manhattan_Black_2025_frasco_frente_montaje_2.png?v=1768312609","Una fragancia elegante que resalta tu naturaleza seductora. En MANHATTAN BLACK, lo feroz y lo delicado conviven en equilibrio perfecto. La salida intensa de ajenjo, anís e hinojo despierta una energía magnética desde el primer instante. Su corazón de lavanda aporta frescura y sofisticación, mientras que el fondo de vainilla negra y almizcle envuelve la piel en una estela profunda, misteriosa y ..."
"Munich Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Foto-Producto-08Ago2025-B_0006_Munich_2025_frasco_frente_transparente_montaje_1.png?v=1758633794","Una brisa fresca atraviesa la ciudad y despierta los sentidos. Munich es una fragancia que invita a reconectar con lo esencial: la naturaleza, la calma interior y la fuerza que nace del equilibrio. Su salida combina la dulzura de la manzana con la calidez especiada de la canela y la salvia, sumadas al toque cítrico de la mandarina, que le aporta energía y dinamismo desde el primer instante. El ..."
"Amalfi Eau de Parfum","Bagues",21999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/FotoProducto-Dic2025_0011_Amalfi.png?v=1770734959","Una fragancia masculina que captura la esencia del Mediterráneo. Amalfi se abre con una ola chispeante de cítricos frescos como lima, limón, bergamota, mandarina y neroli, combinados con la pureza del jazmín y la dulzura de la naranja. Esta salida vibrante y enérgica evoca la frescura del mar y la libertad de una brisa marina, ideal para hombres seductores, espontáneos y auténticos. Su corazón ..."
"Bucarest Eau de Parfum","Bagues",17999,"Masculino",50,"EDP","https://cdn.shopify.com/s/files/1/0621/1944/4614/files/Foto-Producto-08Ago2025-B_0011_Bucarest_2025_frasco_frente_transparente_montaje.png?v=1768312647","Un aroma que rompe con lo convencional. Radical, fresco y provocador, esta fragancia es pura osadía desde sus notas de salida: limón vibrante y salvia aromática que despiertan los sentidos y anuncian un viaje intenso. En su corazón, una combinación adictiva de praliné, canela, bálsamo de Tolú y cardamomo negro desata una dualidad entre lo dulce y lo especiado, lo sensual y lo salvaje. El fondo ..."
